UPS CyberPower UT1000GU - 1000VA/500W - 8 Contactos - Línea interactiva - AVR,"2,019.00",-,-,-,2025-08-18,CYBERPOWER ,https://intercompras.com/marcas/,https://intercompras.com/p/ups-cyberpower-ut1000gu-1000va500w-contactos-linea-interactiva-avr-160731,MXN,108,-
Regulador CyberPower CL1000VR - 1000VA/500W - 8 Contactos - Nema 5-15R,444.00,-,-,-,2025-08-18,CYBERPOWER ,https://intercompras.com/marcas/,https://intercompras.com/p/regulador-cyberpower-cl1000vr-1000va500w-contactos-nema-15r-257272,MXN,56,-
UPS CyberPower CP1000AVRLCDa - 1000VA/600W - 9 Contactos - Línea interactiva - LCD - AVR,"3,469.00",-,-,-,2025-08-18,CYBERPOWER ,https://intercompras.com/marcas/,https://intercompras.com/p/ups-cyberpower-cp1000avrlcda-1000va600w-contactos-linea-interactiva-155362,MXN,38,-
UPS CyberPower OM900ATLCD - 900VA/420W - 6 Contactos - Línea Interactiva - LCD - AVR,"2,259.00",-,-,-,2025-08-18,CYBERPOWER ,https://intercompras.com/marcas/,https://intercompras.com/p/ups-cyberpower-om900atlcd-900va420w-contactos-linea-interactiva-lcd-avr-89721,MXN,81,-
UPS CyberPower OM1500ATLCD - 1500VA/900W - 8 Contactos - Línea interactiva - LCD - AVR,"3,869.00",-,-,-,2025-08-18,CYBERPOWER ,https://intercompras.com/marcas/,https://intercompras.com/p/ups-cyberpower-om1500atlcd-1500va900w-contactos-linea-interactiva-lcd-89717,MXN,69,-
Tarjeta para Monitoreo CyberPower - 2x RJ-45,"4,259.00",-,-,-,2025-08-18,CYBERPOWER ,https://intercompras.com/marcas/,https://intercompras.com/p/tarjeta-monitoreo-cyberpower-2x-rj-105428,MXN,66,-
UPS CyberPower OR500LCDRM1U - 500VA/300W - 6 Contactos - LCD - AVR,"5,089.00",-,-,-,2025-08-18,CYBERPOWER ,https://intercompras.com/marcas/,https://intercompras.com/p/ups-cyberpower-or500lcdrm1u-500va300w-contactos-lcd-avr-44153,MXN,24,-
UPS CyberPower ST425 - 425VA/260W - 8 Contactos,"1,599.00",-,-,-,2025-08-18,CYBERPOWER ,https://intercompras.com/marcas/,https://intercompras.com/p/ups-cyberpower-st425-425va260w-contactos-400803,MXN,20,-
UPS CyberPower CP1500PFCRM2U - 1500VA/1000W - 8 Contactos - Línea Interactiva - LCD,"9,219.00",-,-,-,2025-08-18,CYBERPOWER ,https://intercompras.com/marcas/,https://intercompras.com/p/ups-cyberpower-cp1500pfcrm2u-1500va1000w-contactos-linea-interactiva-392894,MXN,17,-
UPS CyberPower OLS2000RT2UA - 2000VA/1800W - 8 Contactos - Doble Conversión En Línea - LCD,"15,329.00",-,-,-,2025-08-18,CYBERPOWER ,https://intercompras.com/marcas/,https://intercompras.com/p/ups-cyberpower-ols2000rt2ua-2000va1800w-contactos-doble-conversion-en-321841,MXN,4,-
UPS CyberPower PR1000RT2U - 1000VA/1000W - 8 Contactos - Línea interactiva - LCD - AVR,"13,219.00",-,-,-,2025-08-18,CYBERPOWER ,https://intercompras.com/marcas/,https://intercompras.com/p/ups-cyberpower-pr1000rt2u-1000va1000w-contactos-linea-interactiva-lcd-187319,MXN,9,-
