Produto;Preco boleto;Preco Pix;Preco parcelado;Maximo parcelas;Data de coleta;Departamento;Site;Fonte;Moeda;Quantidade;Sku
No Break con Regulador de Voltaje CyberPower UPS Serie UT 550VA/275W;1.199,00;;;;21/08/2025;Nobreaks;https://www.officedepot.com.mx/;https://www.officedepot.com.mx/officedepot/en/Categor%C3%ADa/Todas/computo/no-break-reguladores-y-supresores-de-picos/no-break/c/04-047-160-162;MXN;;
No Break Forza BT-751 750VA Negro;1.399,00;;;;21/08/2025;Nobreaks;https://www.officedepot.com.mx/;https://www.officedepot.com.mx/officedepot/en/Categor%C3%ADa/Todas/computo/no-break-reguladores-y-supresores-de-picos/no-break/c/04-047-160-162;MXN;;
No Break Koblenz Platinum 9022 / 900 VA / 10 contactos / Negro;3.101,65;;;;21/08/2025;Nobreaks;https://www.officedepot.com.mx/;https://www.officedepot.com.mx/officedepot/en/Categor%C3%ADa/Todas/computo/no-break-reguladores-y-supresores-de-picos/no-break/c/04-047-160-162;MXN;;
No Break CyberPower LX1100G3 1100VA/660WNegro;4.869,00;;;;21/08/2025;Nobreaks;https://www.officedepot.com.mx/;https://www.officedepot.com.mx/officedepot/en/Categor%C3%ADa/Todas/computo/no-break-reguladores-y-supresores-de-picos/no-break/c/04-047-160-162;MXN;;
No Break Forza NT-511 / 500 VA / 6 contactos / Negro;1.669,00;;;;21/08/2025;Nobreaks;https://www.officedepot.com.mx/;https://www.officedepot.com.mx/officedepot/en/Categor%C3%ADa/Todas/computo/no-break-reguladores-y-supresores-de-picos/no-break/c/04-047-160-162;MXN;;
No Break Koblenz Platinum 7522 10 contactos 750VA;2.438,65;;;;21/08/2025;Nobreaks;https://www.officedepot.com.mx/;https://www.officedepot.com.mx/officedepot/en/Categor%C3%ADa/Todas/computo/no-break-reguladores-y-supresores-de-picos/no-break/c/04-047-160-162;MXN;;
No Break CyberPower CP425SLG / 8 contactos / Negro;1.444,15;;;;21/08/2025;Nobreaks;https://www.officedepot.com.mx/;https://www.officedepot.com.mx/officedepot/en/Categor%C3%ADa/Todas/computo/no-break-reguladores-y-supresores-de-picos/no-break/c/04-047-160-162;MXN;;
No Break CyberPower OM900ATLCD / 6 contactos / Negro;2.421,65;;;;21/08/2025;Nobreaks;https://www.officedepot.com.mx/;https://www.officedepot.com.mx/officedepot/en/Categor%C3%ADa/Todas/computo/no-break-reguladores-y-supresores-de-picos/no-break/c/04-047-160-162;MXN;;
No Break Forza NT-751 / 750 VA / 6 contactos / Negro;2.299,00;;;;21/08/2025;Nobreaks;https://www.officedepot.com.mx/;https://www.officedepot.com.mx/officedepot/en/Categor%C3%ADa/Todas/computo/no-break-reguladores-y-supresores-de-picos/no-break/c/04-047-160-162;MXN;;
No Break Forza NT-1011 / 1000 VA / 6 contactos / Negro;2.949,00;;;;21/08/2025;Nobreaks;https://www.officedepot.com.mx/;https://www.officedepot.com.mx/officedepot/en/Categor%C3%ADa/Todas/computo/no-break-reguladores-y-supresores-de-picos/no-break/c/04-047-160-162;MXN;;
No Break Koblenz 15007 / USB-R / 7 contactos / Negro;4.094,35;;;;21/08/2025;Nobreaks;https://www.officedepot.com.mx/;https://www.officedepot.com.mx/officedepot/en/Categor%C3%ADa/Todas/computo/no-break-reguladores-y-supresores-de-picos/no-break/c/04-047-160-162;MXN;;
No Break 5416R Koblenz / 540 VA / 8 contactos / Negro;1.699,00;;;;21/08/2025;Nobreaks;https://www.officedepot.com.mx/;https://www.officedepot.com.mx/officedepot/en/Categor%C3%ADa/Todas/computo/no-break-reguladores-y-supresores-de-picos/no-break/c/04-047-160-162;MXN;;
No Break CyberPower CP1500PFCLCDA 1500VA/1000W Negro;6.799,00;;;;21/08/2025;Nobreaks;https://www.officedepot.com.mx/;https://www.officedepot.com.mx/officedepot/en/Categor%C3%ADa/Todas/computo/no-break-reguladores-y-supresores-de-picos/no-break/c/04-047-160-162;MXN;;
Nobreak UPS Senoidal 2200va 8 tomadas bivolt 4222 Ts Shara CX 1 UN;2.355,11;;255,99;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Attiv, 1200va, Bivolt, 8 tomadas, Preto, 4822209, Intelbras - CX 1 UN;884,1;;294,7;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak SMS Tech, 1800va, 8 tomadas, bivolt, 0029307, SMS - CX 1 UN;1.313,94;;142,82;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak SMS Lite, 600va, 4 tomadas, bivolt, 0029202, SMS - CX 1 UN;514,5;;171,5;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak SMS Lite, 1200va, 6 tomadas, Bivolt, 0029205, SMS - CX 1 UN;964,3;;96,43;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Attiv 1500VA bivolt, 8 tomadas, 4822212, Intelbras CX 1 UN;1.105,29;;120,14;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Attiv�600va�4 tomadas�bivolt 4822202 Intelbras CX 1 UN;598,2;;199,4;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Save Home, 600va, 6 tomadas, bivolt, 4114, Ragtech - CX 1 UN;469,3;;156,43;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak UPS Senoidal Universal, 1800VA, 8 tomadas, 4539, Linha XPRO, Ts Shara CX 1 UN;1.846,35;;200,69;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Power Vision, 3000va, 10 tomadas, Bivolt, 27747, SMS - CX 1 UN;3.679,91;;399,99;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak SMS Tech, 1200va, 8 tomadas, bivolt, 029304, SMS - CX 1 UN;982,7;;98,27;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Ups Compact Xpro, 1400va, 1BS, 6 tomadas, Bivolt, 4413, Ts Shara - CX 1 UN;928,2;;309,4;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Senoidal Attiv, 700VA bivolt, 4 tomadas, 4820060, Intelbras CX 1 UN;751,7;;250,57;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak UPS Mini 600va Bivolt, 6 tomadas 4003, Ts Shara - CX 1 UN;499,9;;166,63;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Pro 1500va, 8 tomadas, bivolt, 0029401, SMS - CX 1 UN;1.374,48;;149,4;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Senoidal NEP 1200VA, Bivolt Autom�tico, 6T, 1 Bat, Conector USB 4162, Ragtech  - CX 1 UN;996,7;;332,23;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Senoidal Intelbras 1500VA bivolt 6 tomadas - SNB1500 CX 1 UN;2.097,51;;227,99;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Ups Compact Xpro, 1200va, 6 tomadas, bivolt, 4402, Ts Shara - CX 1 UN;850,3;;283,43;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak senoidal Attiv, 1000va, bivolt, 8 tomadas, Preto, 4820083, Intelbras - CX 1 UN;1.074,90;;358,3;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak NEW 1200VA, STD, Bivolt Aut, 6T, 1 Bat 4137, Ragtech - CX 1 UN;634,9;;211,63;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Attiv�700va�4 tomadas Bivolt 4822205 Intelbras CX 1 UN;661,8;;220,6;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Senoidal NEP 700VA CBU, Bivolt Aut, 6T, 1 Bat, Expans�o bat e USB 4164, Ragtech - CX 1 UN;683,91;;75,99;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Easy Way, 1450va, 6 tomadas, bivolt, 4201 Ragtech CX 1 UN CX 1 UN;836,9;;278,97;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Power Sinus Senoidal 3200va 10 tomadas bivolt 27872 SMS - CX 1 UN;5.894,90;;640,75;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak UPS Compact Xpro Senoidal 800va Bivolt , 6 tomadas,  4447,  Ts Shara - CX 1 UN;939,9;;313,3;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak NEW 1500VA CBU, Bivolt Aut, 6T, 1 Bat 7Ah, Expans�o bat e USB 4176, Ragtech - CX 1 UN;1.106,50;;368,83;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Senoidal Power Sinus 2400va com 10 tomadas bivolt - 27871 - SMS CX 1 UN;5.076,10;;551,75;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Intelbras 720VA, bivolt 6 tomadas, 4822010, Intelbras  - CX 1 UN;668,1;;222,7;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Senoidal RackTorre SNB 3000VA-BI-RT, 4822042, Intelbras - CX 1 UN;4.931,11;;535,99;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Premium Senoidal 1500va, 8 tomadas, bivolt, 0029501, SMS - CX 1 UN;2.271,48;;246,9;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-bivolt/34/1443?menuID=197&tipo=D;;BRL;;
Nobreak Gamer Senoidal 2000va, 8 tomadas, bivolt, 0029601, SMS - CX 1 UN;2.600,01;;282,61;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/gamers/nobreaks-bivolt-gamer/13/2119?menuID=197&tipo=S;;BRL;;
Nobreak Gamer One Up Nitro 2000VA (1400W), Senoidal, RGB, Bivolt 4590, Ragtech  - CX 1 UN;2.322,81;;258,09;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/gamers/nobreaks-bivolt-gamer/13/2119?menuID=197&tipo=S;;BRL;;
Nobreak Gamer One Up Nitro 1400VA (980W), Senoidal, RGB, Bivolt 4591, Ragtech - CX 1 UN;2.177,55;;236,69;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/gamers/nobreaks-bivolt-gamer/13/2119?menuID=197&tipo=S;;BRL;;
Nobreak Gamer One UP Predator, 800VA (560W), RGB, Senoidal, Bivolt, 4570, Ragtech - CX 1 UN;1.103,08;;119,9;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/gamers/nobreaks-bivolt-gamer/13/2119?menuID=197&tipo=S;;BRL;;
Nobreak Gamer Ultimate, 1000va, 6 tomadas, Senoidal, RGB, Bivolt, 4820120, Intelbras - CX 1 UN;1.718,28;;186,77;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/gamers/nobreaks-bivolt-gamer/13/2119?menuID=197&tipo=S;;BRL;;
Nobreak Gamer One Up Nitro 1000VA (700W), Senoidal, RGB, Bivolt 4592, Ragtech - CX 1 UN;1.709,10;;189,9;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/gamers/nobreaks-bivolt-gamer/13/2119?menuID=197&tipo=S;;BRL;;
Nobreak Gamer Senoidal 1500va, 8 tomadas, bivolt, 0029600, SMS - CX 1 UN;2.497,34;;271,45;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/gamers/nobreaks-bivolt-gamer/13/2119?menuID=197&tipo=S;;BRL;;
Nobreak Gamer Senoidal 1000va, 6 tomadas, Bivolt, 91.G0.0100, Nhs - CX 1 UN;1.594,10;;531,37;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/gamers/nobreaks-bivolt-gamer/13/2119?menuID=197&tipo=S;;BRL;;
Nobreak Gamer Power Senoidal 1400va, 6 tomadas, Bivolt, 91.G0.0140, Nhs - CX 1 UN;1.970,90;;656,97;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/gamers/nobreaks-bivolt-gamer/13/2119?menuID=197&tipo=S;;BRL;;
Nobreak Gamer Ultra Senoidal 1400va, 8 tomadas, Bivolt, 91.G0.0141, Nhs - CX 1 UN;2.495,20;;831,73;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/gamers/nobreaks-bivolt-gamer/13/2119?menuID=197&tipo=S;;BRL;;
Nobreak Attiv 600va, 4 tomadas, 110v, 4822200, Intelbras - CX 1 UN;515,5;;171,83;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-mono/34/401?menuID=197&tipo=D;;BRL;;
Nobreak UPS Mini 600va mono, 110v, 6 tomadas 4004, Ts Shara - CX 1 UN;459,9;;153,3;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-mono/34/401?menuID=197&tipo=D;;BRL;;
Nobreak Intelbras 1800VA 110v 6 tomadas - XNB1800 CX 1 UN;1.253,96;;136,3;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-mono/34/401?menuID=197&tipo=D;;BRL;;
Nobreak Intelbras 1200VA 110v 6 tomadas - XNB1200 CX 1 UN;829,9;;276,63;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-mono/34/401?menuID=197&tipo=D;;BRL;;
Nobreak Attiv�700va, 4 tomadas, 110v, 4822203, Intelbras - CX 1 UN;603,1;;201,03;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-mono/34/401?menuID=197&tipo=D;;BRL;;
Nobreak SMS Lite, 1200v, 6 tomadas, 110V, 0029205, SMS - CX 1 UN;879,9;;87,99;10;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-mono/34/401?menuID=197&tipo=D;;BRL;;
Nobreak Intelbras 720VA, 4 tomadas, 110v, XNB720 CX 1 UN;545;;181,67;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-mono/34/401?menuID=197&tipo=D;;BRL;;
Nobreak Intelbras 600VA 110v 4 tomadas - XNB600 CX 1 UN;513,3;;171,1;3;21/08/2025;Nobreaks;https://www.kalunga.com.br/depto/eletrica-manutencao/nobreaks-mono/34/401?menuID=197&tipo=D;;BRL;;
Nobreak APC Back-UPS 1200VA Mono 220V - BVX1200I-BR;959,9;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak SMS Power Sinus NG 2400VA Senoidal Bivolt 220V - 27876;4.199,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak SMS Keor 10kVA E/220 S/110/220/110 + 110V Iso Dupla Convers�o  - 28266 (Sob encomenda);23.999,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak SMS Keor 10kVA E/220 S/110/220V Auto Trafo Dupla Convers�o - 28267;22.799,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak APC Smart-UPS X 3000VA RM Mono 115V - SMX3000LV2U-BR (Cabo de alimenta��o padr�o americano);12.499,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak TS Shara Mini 600VA Bivolt 115V - TS 4003;409,9;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak APC Smart-UPS RT Rack 5kVA Bif�sico 208V Dupla Convers�o - SRT5KXLT;15.999,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak APC Smart-UPS Senoidal 3000VA LCD Monovolt 220V- SMT3000I2U-BR;8.699,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak SMS Keor BR 3000VA E220V S110/220V Auto Trafo Dupla Convers�o - 28261;8.399,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak SMS Keor 6kVA E/ 220V  S/110/ 220 Auto Trafo Dupla Convers�o - 28263;16.399,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak APC Smart-UPS RT 8kVA Tri-Mono 230V Dupla Convers�o - SRT8KXLI;28.999,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak APC Smart- UPS RT Rack/Torre 5kVA Mono 230V Dupla Convers�o - SRT5KXLI;16.999,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak APC Smart- UPS X 3000VA 2U Mono 230V - SMX3000HV2U-BR;9.399,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak SMS Power Vision NG 3000VA Bivolt 115- 27747;3.799,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak APC Smart UPS Senoidal Monovolt 230v 2200va/1980w Rack - SMT2200I2U-BR;6.799,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Bateria APC Smart-UPS SRT 192v 5kva E 6kva - SRT192BP;9.799,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Estabilizador SMS Revolution Speedy 500VA Mono 115V - 15971;209,9;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Estabilizador SMS Progressive III 2000VA Mono 115V Laser - 16217;649,9;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak APC Smart-UPS Ultra On-line 5KVA, Mono 230V, Dupla Convers�o, 2U, Rack/Torre - SRTL5KRM2UI;41.999,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak Huawei MP 10KVA Tri-Mono 230V/380V, Dupla Convers�o, Sem Bateria - UPS2000H10KRTLL;10.999,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak TS Shara Senoidal Universal 1400VA Bivotl E/S - TS 4551;959,9;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak TS Shara Universal 1400VA/700W 1BS 7AH Bivolt E/S - TS 4513;739,9;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak APC Easy SRV 20KVA Rack Tri-Mono 230/415V Dupla Convers�o - SRV20KUXI-IN (Sem Baterias Internas);19.999,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak Delta NX 1KVA Mono 220/220V Torre Dupla Convers�o - UPA102N2NX0B0B1;2.099,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak APC Smart-UPS Senoidal 3000VA/2100W Mono 220V - SMV3000CAI-BR;7.499,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak Delta RT 6KVA Mono 220V Sem Baterias, Dupla Convers�o - UPS602R2RT2N035;7.399,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak APC SRV 2kVA Mono 230V Rack Dupla Convers�o - SRV2KRI-BR S/ Extens�o de Bateria;5.499,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak Eaton New DX 3kVA/ 2700W Mono 230V Torre Dupla Convers�o - 9103-83928XB1;4.399,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak SMS Keor Compact 10KVA/9KW Trif�sico 380V P/ Bateria Interna Dupla Convers�o - 28618 (Sob Encomenda);24.499,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak SMS Atrium 3000VA Mono 115V Senoidal Rack 3U - 27857 (Sob encomenda);9.199,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak APC Back-UPS 1200VA Bivolt 115V - BVX1200BI-BR;949,9;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak SMS Gamer 2000VA, Bivolt E/S, Wifi - 29601;2.399,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak SMS Gamer 1500VA, Bivolt E/S, Wifi - 29600;2.279,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak APC Smart-UPS RT 6kVA Mono 230V Dupla Convers�o - SRT6KXLI;18.999,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak TS Shara UPS Server Universal 2200VA Bivolt 115/220V (2U) Senoidal - TS 6973;6.099,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak TS Syal In 10KVA Mono 230 (Com Rack Acoplado-Torre) - TS 6829;10.399,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=1;BRL;;
Nobreak TS Shara UPS Senno VT 1kVA Mono 115V Dupla Convers�o - TS 6867;2.399,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
Nobreak APC Smart-UPS RT 1000VA Mono 220V  Dupla Convers�o Online - SURT1000XLI;4.799,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
Nobreak Vertiv UPS GXT5 20kVA/20kW E/208V S/ 208/120V Rack/Torre Dupla Convers�o - GXT5-20KMVRT11UXLN;38.999,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
Nobreak APC Easy UPS SRV 6kVA 230V Torre Dupla Convers�o - SRV6KI S/ Extens�o de Bateria;14.499,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
Estabilizador TS Shara Powerest 300VA Bivolt 115V - TS 9101;119,9;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
Nobreak TS Shara UPS Senoidal Universal 2200VA Bivolt Com Rod�zio - TS 4452;2.499,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
Nobreak TS Shara UPS Mini 600VA Monovolt 115V - TS 4004;349,9;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
M�dulo de Bateria Estacion�ria SMS 24V 17AH - 62274;1.899,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
Nobreak TS Shara UPS Professional Universal 2200VA Bivolt com Rod�zio - TS 4453;2.399,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
Nobreak Vertiv UPS GXT RT+ 230V  2kVA Dupla Convers�o - GXTRT-2000IRT2UXLB;6.699,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
Estabilizador TS Shara Powerest Home 1000VA Bivolt 115V - TS 9007;269,9;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
Estabilizador TS Shara Powerest 1500VA Bivolt 115V - TS 9009;529,9;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
Nobreak TS Shara UPS Compact XPro 700VA Bivolt 115V - TS 4440;549,9;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
Nobreak TS Shara UPS Compact XPro 800VA Bivolt 115V - TS 4442;649,9;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
M�dulo de bateria APC Easy UPS SRV 240V Rack p/ 6 e 10kVA - SRV240RLBP-9A;7.399,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
M�dulo de bateria APC Easy UPS SRV 6kVA/ 10kVA - SRV240BP-9A;6.899,90;;;;22/08/2025;energia;https://www.ifontech.com.br/;https://www.ifontech.com.br/energia?page=2;BRL;;
