NOBREAK APC SURTA1500XL-BR SMART-UPS ON-LINE 1,5 KVA (1500VA) 120V R/T;  5.987,12;;;;2025-09-03;Nobreak-Apc;https://www.apcloja.com.br/;https://www.apcloja.com.br/Nobreak-Apc/c/1/pg/2;BRL;;SURTA1500XL-BR
NOBREAK APC SURTA3000XL-BR SMART-UPS ONLINE 3,0KVA (3000VA ) 120V R/T;  9.168,56;;;;2025-09-03;Nobreak-Apc;https://www.apcloja.com.br/;https://www.apcloja.com.br/Nobreak-Apc/c/1/pg/4;BRL;;SURTA3000XL-BR
CABO DE ENERGIA APC AP9870 10A, 100V-230V, C13 PARA C14;  212,45;;;;2025-09-03;Nobreak-Apc;https://www.apcloja.com.br/;https://www.apcloja.com.br/Nobreak-Apc/c/1/pg/5;BRL;;AP9870
CABO DE FORÇA APC AP9877 16A 1.98M;  304,45;;;;2025-09-03;Nobreak-Apc;https://www.apcloja.com.br/;https://www.apcloja.com.br/Nobreak-Apc/c/1/pg/6;BRL;;AP9877
NOBREAK APC SURTA2200XL-BR SMART-UPS ONLINE 2,2 KVA (2200VA) 120V R/T;  7.798,16;;;;2025-09-03;Nobreak-Apc;https://www.apcloja.com.br/;https://www.apcloja.com.br/Nobreak-Apc/c/1/pg/7;BRL;;SURTA2200XL-BR
NOBREAK APC BZ400BI-BR BACK-UPS 400VA/220W 115V/220V 4 TOMADAS;  565,33;;;;2025-09-03;Nobreak-Apc;https://www.apcloja.com.br/;https://www.apcloja.com.br/Nobreak-Apc/c/1/pg/8;BRL;;BZ400BI-BR
CABO APC AP9878 POWER CORDS , TIPO DE CONEXAO DE ENTRADA: IEC-320 C14 CONEXOES DE SAIDA: IEC 320 C19;  229,91;;;;2025-09-03;Nobreak-Apc;https://www.apcloja.com.br/;https://www.apcloja.com.br/Nobreak-Apc/c/1/pg/9;BRL;;AP9878
POWER CORD APC AP9879 C13 TO C20, 2.0M;  369,12;;;;2025-09-03;Nobreak-Apc;https://www.apcloja.com.br/;https://www.apcloja.com.br/Nobreak-Apc/c/1/pg/9;BRL;;AP9879
KIT DE TRILHOS APC SURTRK2 PARA INSTALAÇÃO EM RACK 19;  980,74;;;;2025-09-03;Nobreak-Apc;https://www.apcloja.com.br/;https://www.apcloja.com.br/Nobreak-Apc/c/1/pg/14;BRL;;SURTRK2
KIT DE TRILHOS APC SURTRK PARA INSTALAÇÃO EM RACK 19;  1.124,75;;;;2025-09-03;Nobreak-Apc;https://www.apcloja.com.br/;https://www.apcloja.com.br/Nobreak-Apc/c/1/pg/14;BRL;;SURTRK
MÓDULO DE BATERIA APC SMC24XLBP-BR;  2.390,12;;;;2025-09-03;Nobreak-Apc;https://www.apcloja.com.br/;https://www.apcloja.com.br/Nobreak-Apc/c/1/pg/21;BRL;;SMC24XLBP-BR
Bateria APC SMX120RMBP2U Smart-UPS X 120V Bateria Externa Rack/Torre;  7.746,90;;;;2025-09-03;Nobreak-Apc;https://www.apcloja.com.br/;https://www.apcloja.com.br/Nobreak-Apc/c/1/pg/21;BRL;;SMX120RMBP2U
NOBREAK APC SMC15002U-BR SMART-UPS C 1,5 KVA LCD (1500VA) 115V RACK NBR;  5.085,66;;;;2025-09-03;Nobreak-Apc;https://www.apcloja.com.br/;https://www.apcloja.com.br/Nobreak-Apc/c/1/pg/21;BRL;;SMC15002U-BR
